/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Alina Herzog
Cruise: PS116


Coverage:	LATITUDE: 40.81954 * LONGITUDE: -11.52920
	DATE/TIME START: 2018-11-15T11:24:25 * DATE/TIME END: 2018-11-15T13:16:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 33735m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
23979	28.90	-60.23	0.9	 49	7.0
23983	28.88	-60.24	0.9	 49	6.9
23990	28.85	-60.25	0.9	 49	6.9
23994	28.83	-60.26	0.9	 48	6.8
24000	28.80	-60.26	0.9	 48	6.7
24004	28.78	-60.26	0.9	 48	6.6
24011	28.75	-60.25	0.9	 48	6.5
24020	28.73	-60.23	0.9	 48	6.4
24024	28.71	-60.20	0.9	 48	6.3
24026	28.68	-60.17	0.9	 48	6.2
24028	28.66	-60.13	0.9	 48	6.1
24036	28.64	-60.08	0.9	 48	5.9
24039	28.62	-60.04	0.9	 48	5.8
24042	28.59	-60.00	0.9	 48	5.6
24052	28.57	-59.97	0.9	 48	5.5
24054	28.54	-59.94	0.9	 48	5.3
24062	28.51	-59.92	0.9	 48	5.2
24072	28.48	-59.91	0.9	 49	5.0
24077	28.45	-59.90	0.9	 49	4.9
24085	28.42	-59.89	0.9	 49	4.7
24092	28.40	-59.89	0.9	 50	4.6
24096	28.37	-59.88	0.9	 50	4.4
24099	28.34	-59.87	0.9	 50	4.3
24103	28.32	-59.86	0.9	 51	4.2
24109	28.29	-59.85	0.9	 51	4.0
24116	28.27	-59.85	0.9	 52	3.9
24125	28.24	-59.85	0.9	 52	3.8
24130	28.21	-59.85	0.9	 53	3.7
24136	28.18	-59.86	0.9	 53	3.6
24141	28.16	-59.88	0.9	 53	3.5
24147	28.13	-59.90	0.9	 54	3.4
24158	28.10	-59.92	0.9	 54	3.4
24158	28.08	-59.94	0.9	 55	3.3
24162	28.05	-59.95	0.9	 55	3.3
24170	28.03	-59.95	0.9	 55	3.2
24176	28.00	-59.94	0.9	 55	3.2
24182	27.98	-59.92	0.9	 55	3.2
24184	27.95	-59.88	0.9	 55	3.2
24191	27.92	-59.83	0.9	 55	3.2
24198	27.90	-59.77	0.9	 55	3.2
24206	27.87	-59.70	0.9	 55	3.3
24214	27.84	-59.63	0.9	 54	3.3
24221	27.81	-59.57	0.9	 54	3.4
24227	27.78	-59.51	0.9	 53	3.4
24228	27.75	-59.46	0.9	 53	3.5
24238	27.73	-59.42	0.9	 52	3.6
24246	27.70	-59.40	0.9	 52	3.7
24248	27.67	-59.39	0.9	 51	3.8
24257	27.65	-59.39	0.9	 50	3.8
24261	27.62	-59.40	0.9	 49	4.0
24265	27.60	-59.42	0.9	 49	4.1
24274	27.57	-59.44	0.9	 48	4.2
24279	27.54	-59.46	0.9	 47	4.3
24283	27.52	-59.49	0.9	 46	4.4
24290	27.49	-59.52	0.9	 45	4.5
24299	27.47	-59.55	0.9	 44	4.6
24302	27.45	-59.58	0.9	 43	4.7
24306	27.42	-59.61	0.9	 42	4.8
24313	27.40	-59.64	0.9	 41	5.0
24317	27.38	-59.67	0.9	 40	5.1
24318	27.35	-59.69	0.9	 38	5.2
24325	27.33	-59.72	0.9	 37	5.3
24336	27.30	-59.74	0.9	 36	5.4
24339	27.28	-59.76	0.9	 35	5.5
24348	27.25	-59.79	0.9	 34	5.6
24350	27.23	-59.81	0.9	 33	5.7
24356	27.20	-59.83	0.9	 32	5.7
24364	27.17	-59.86	0.9	 31	5.8
24367	27.15	-59.88	0.9	 30	5.9
24377	27.12	-59.91	0.9	 29	5.9
24383	27.09	-59.93	0.9	 28	6.0
24390	27.06	-59.96	0.9	 27	6.0
24395	27.03	-59.98	0.9	 26	6.1
24406	27.00	-60.00	0.9	 25	6.1
24409	26.98	-60.02	0.9	 24	6.1
24418	26.95	-60.03	1.0	 23	6.1
24423	26.93	-60.04	1.0	 23	6.1
24424	26.90	-60.04	1.0	 22	6.1
24430	26.88	-60.03	1.0	 21	6.0
24435	26.86	-60.03	1.0	 21	6.0
24443	26.83	-60.02	1.0	 20	6.0
24446	26.81	-60.01	1.0	 20	5.9
24456	26.79	-60.00	1.0	 20	5.9
24458	26.76	-59.99	1.0	 20	5.8
24464	26.74	-59.98	1.0	 19	5.7
24472	26.71	-59.97	1.0	 19	5.6
24475	26.69	-59.96	1.0	 19	5.5
24481	26.66	-59.96	1.0	 19	5.4
24487	26.64	-59.96	1.0	 19	5.3
24493	26.61	-59.96	1.0	 19	5.2
24497	26.59	-59.96	1.0	 19	5.1
24507	26.56	-59.97	1.0	 20	5.0
24511	26.53	-59.98	1.0	 20	4.9
24521	26.51	-59.99	1.0	 20	4.8
24527	26.48	-60.01	1.0	 20	4.7
24530	26.45	-60.03	1.0	 20	4.6
24540	26.42	-60.06	1.0	 20	4.4
24546	26.39	-60.09	1.0	 21	4.3
24551	26.37	-60.12	1.0	 21	4.2
24559	26.34	-60.16	1.0	 21	4.1
24564	26.31	-60.20	1.0	 21	4.0
24570	26.28	-60.24	1.0	 21	3.9
24579	26.26	-60.29	1.0	 21	3.9
24584	26.23	-60.32	1.0	 21	3.8
24592	26.20	-60.36	1.0	 21	3.7
24600	26.17	-60.38	1.0	 21	3.6
24603	26.15	-60.40	1.0	 20	3.5
24611	26.12	-60.42	1.0	 20	3.4
24615	26.10	-60.45	1.0	 20	3.4
24621	26.07	-60.49	1.0	 20	3.3
24624	26.05	-60.53	1.0	 20	3.2
24634	26.02	-60.58	1.0	 19	3.2
24643	25.99	-60.63	1.1	 19	3.1
24650	25.97	-60.68	1.1	 19	3.0
24656	25.94	-60.72	1.1	 19	3.0
24657	25.91	-60.75	1.1	 18	2.9
24664	25.89	-60.77	1.1	 18	2.9
24671	25.86	-60.79	1.1	 18	2.8
24677	25.83	-60.81	1.1	 17	2.8
24687	25.80	-60.84	1.1	 17	2.7
24697	25.77	-60.89	1.1	 16	2.7
24704	25.74	-60.93	1.1	 16	2.6
24710	25.71	-60.98	1.1	 15	2.6
24716	25.68	-61.03	1.1	 14	2.5
24720	25.66	-61.08	1.1	 14	2.5
24726	25.63	-61.12	1.1	 13	2.4
24736	25.60	-61.16	1.1	 12	2.4
24743	25.58	-61.18	1.1	 10	2.4
24749	25.55	-61.20	1.1	  9	2.3
24752	25.53	-61.21	1.1	  7	2.3
24758	25.50	-61.22	1.1	  5	2.3
24765	25.47	-61.22	1.1	  3	2.3
24772	25.45	-61.22	1.1	  1	2.3
24777	25.42	-61.22	1.1	359	2.3
24783	25.40	-61.23	1.1	357	2.3
24792	25.37	-61.23	1.1	354	2.3
24799	25.34	-61.25	1.1	352	2.3
24801	25.31	-61.26	1.1	349	2.4
24814	25.29	-61.27	1.1	347	2.4
24815	25.26	-61.27	1.1	344	2.5
24829	25.23	-61.28	1.1	342	2.5
24832	25.20	-61.28	1.1	339	2.6
24840	25.17	-61.28	1.1	337	2.7
24847	25.15	-61.30	1.1	335	2.8
24854	25.12	-61.32	1.1	333	2.9
24855	25.09	-61.34	1.1	331	3.0
24863	25.06	-61.36	1.1	329	3.1
24874	25.04	-61.38	1.1	328	3.2
24884	25.01	-61.39	1.1	326	3.3
24888	24.98	-61.39	1.1	325	3.4
24893	24.95	-61.38	1.1	323	3.5
24903	24.93	-61.37	1.1	322	3.7
24909	24.90	-61.36	1.1	321	3.8
24911	24.87	-61.35	1.1	320	3.9
24917	24.85	-61.36	1.1	319	4.1
24929	24.82	-61.37	1.1	318	4.2
24933	24.80	-61.38	1.1	318	4.3
24937	24.77	-61.39	1.1	317	4.5
24947	24.74	-61.41	1.1	316	4.6
24954	24.72	-61.42	1.1	316	4.8
24959	24.69	-61.43	1.1	315	4.9
24964	24.67	-61.45	1.1	315	5.1
24973	24.64	-61.47	1.1	315	5.2
24978	24.62	-61.48	1.1	314	5.3
24981	24.59	-61.50	1.1	314	5.5
24988	24.56	-61.51	1.1	314	5.6
25001	24.54	-61.53	1.1	314	5.7
25008	24.51	-61.54	1.1	314	5.9
25010	24.48	-61.55	1.1	314	6.0
25016	24.45	-61.56	1.1	314	6.1
25028	24.42	-61.57	1.1	314	6.2
25037	24.40	-61.58	1.1	314	6.3
25044	24.37	-61.60	1.1	314	6.4
25046	24.34	-61.61	1.1	315	6.5
25054	24.32	-61.64	1.1	315	6.5
25061	24.29	-61.67	1.1	315	6.6
25065	24.27	-61.71	1.1	316	6.7
25072	24.25	-61.75	1.1	316	6.7
25081	24.22	-61.80	1.1	317	6.7
25084	24.20	-61.84	1.1	317	6.8
25089	24.17	-61.87	1.1	318	6.8
25094	24.15	-61.90	1.1	319	6.8
25105	24.12	-61.91	1.1	320	6.8
25109	24.10	-61.92	1.1	320	6.8
25116	24.07	-61.91	1.1	321	6.8
25121	24.05	-61.91	1.1	322	6.8
25129	24.02	-61.90	1.1	323	6.8
25134	23.99	-61.90	1.1	324	6.8
25146	23.97	-61.90	1.1	325	6.8
25151	23.94	-61.91	1.1	326	6.8
25159	23.91	-61.92	1.1	327	6.8
25163	23.89	-61.95	1.1	328	6.8
25175	23.86	-61.97	1.1	329	6.8
25179	23.83	-62.00	1.1	330	6.8
25185	23.81	-62.03	1.1	331	6.7
25191	23.78	-62.05	1.1	332	6.7
25197	23.75	-62.08	1.1	333	6.7
25206	23.73	-62.09	1.1	334	6.7
25212	23.70	-62.11	1.1	335	6.7
25219	23.68	-62.12	1.1	336	6.7
25226	23.65	-62.13	1.1	337	6.7
25232	23.62	-62.14	1.1	338	6.7
25240	23.60	-62.15	1.1	339	6.7
25250	23.57	-62.17	1.1	340	6.7
25252	23.55	-62.18	1.1	341	6.7
25260	23.52	-62.20	1.1	341	6.7
25267	23.50	-62.21	1.2	342	6.6
25274	23.48	-62.23	1.2	343	6.6
25278	23.45	-62.24	1.2	344	6.6
25280	23.43	-62.26	1.2	345	6.6
25288	23.41	-62.29	1.2	345	6.6
25298	23.38	-62.32	1.2	346	6.6
25303	23.36	-62.36	1.2	347	6.5
25309	23.33	-62.40	1.2	347	6.5
25313	23.30	-62.44	1.2	348	6.5
25324	23.28	-62.47	1.2	349	6.5
25336	23.25	-62.50	1.2	349	6.4
25337	23.23	-62.52	1.2	350	6.4
25343	23.20	-62.55	1.2	350	6.4
25349	23.17	-62.57	1.2	351	6.3
25357	23.15	-62.61	1.2	352	6.3
25367	23.12	-62.64	1.2	352	6.3
25371	23.10	-62.68	1.2	353	6.2
25379	23.07	-62.72	1.2	353	6.2
25388	23.04	-62.75	1.3	354	6.1
25396	23.02	-62.78	1.3	354	6.1
25401	22.99	-62.81	1.3	354	6.0
25405	22.97	-62.85	1.3	355	5.9
25410	22.95	-62.88	1.3	355	5.9
25421	22.93	-62.93	1.3	355	5.8
25423	22.91	-62.98	1.3	356	5.7
25425	22.89	-63.04	1.3	356	5.6
25435	22.87	-63.10	1.3	356	5.6
25436	22.84	-63.17	1.3	357	5.5
25444	22.82	-63.23	1.3	357	5.4
25453	22.80	-63.30	1.3	357	5.3
25459	22.78	-63.36	1.4	357	5.3
25467	22.75	-63.43	1.4	357	5.2
25470	22.73	-63.49	1.4	358	5.1
25474	22.71	-63.54	1.4	358	5.0
25481	22.68	-63.59	1.4	358	5.0
25491	22.66	-63.63	1.4	358	4.9
25496	22.63	-63.67	1.4	358	4.8
25503	22.61	-63.69	1.4	358	4.8
25512	22.59	-63.72	1.4	358	4.7
25515	22.56	-63.74	1.4	358	4.7
25525	22.54	-63.77	1.4	358	4.6
25529	22.52	-63.81	1.4	358	4.6
25534	22.49	-63.86	1.4	358	4.6
25540	22.47	-63.91	1.4	358	4.5
25548	22.45	-63.98	1.4	358	4.5
25552	22.42	-64.06	1.4	358	4.5
25561	22.40	-64.14	1.4	358	4.5
25564	22.38	-64.21	1.4	358	4.5
25574	22.35	-64.28	1.4	358	4.5
25581	22.33	-64.33	1.4	358	4.5
25589	22.31	-64.36	1.4	358	4.6
25592	22.29	-64.39	1.4	358	4.6
25594	22.26	-64.42	1.4	358	4.6
25603	22.24	-64.44	1.4	358	4.7
25604	22.22	-64.47	1.4	358	4.7
25617	22.20	-64.50	1.4	358	4.7
25623	22.18	-64.53	1.4	358	4.8
25630	22.16	-64.55	1.4	358	4.8
25631	22.14	-64.56	1.4	358	4.9
25635	22.12	-64.57	1.4	358	5.0
25641	22.09	-64.57	1.4	358	5.0
25650	22.07	-64.57	1.4	358	5.1
25656	22.05	-64.57	1.4	358	5.2
25661	22.03	-64.57	1.4	359	5.2
25674	22.00	-64.58	1.4	359	5.3
25679	21.98	-64.60	1.4	359	5.4
25680	21.96	-64.61	1.4	360	5.4
25686	21.94	-64.64	1.4	  0	5.5
25692	21.92	-64.66	1.4	  1	5.6
25697	21.89	-64.68	1.4	  1	5.7
25707	21.87	-64.70	1.4	  2	5.7
25710	21.85	-64.72	1.4	  3	5.8
25717	21.83	-64.73	1.4	  3	5.9
25729	21.80	-64.73	1.3	  4	6.0
25732	21.78	-64.74	1.3	  5	6.0
25738	21.76	-64.74	1.3	  6	6.1
25742	21.74	-64.73	1.3	  7	6.2
25748	21.72	-64.73	1.3	  8	6.2
25753	21.70	-64.72	1.3	  9	6.3
25757	21.68	-64.71	1.3	 10	6.3
25763	21.66	-64.70	1.3	 11	6.4
25770	21.65	-64.69	1.3	 12	6.5
25777	21.63	-64.67	1.3	 13	6.5
25779	21.61	-64.66	1.3	 14	6.5
25781	21.59	-64.66	1.3	 15	6.6
25797	21.57	-64.66	1.3	 16	6.6
25795	21.55	-64.65	1.3	 17	6.7
25800	21.54	-64.65	1.3	 18	6.7
25802	21.52	-64.65	1.3	 18	6.7
25812	21.50	-64.66	1.3	 19	6.8
25812	21.48	-64.66	1.3	 20	6.8
25818	21.46	-64.67	1.3	 21	6.8
25829	21.44	-64.68	1.3	 22	6.8
25832	21.42	-64.69	1.3	 22	6.8
25836	21.40	-64.70	1.3	 23	6.8
25847	21.38	-64.72	1.3	 24	6.8
25851	21.36	-64.74	1.3	 24	6.8
25853	21.34	-64.76	1.3	 25	6.8
25863	21.32	-64.77	1.3	 25	6.8
25870	21.30	-64.77	1.3	 26	6.8
25873	21.29	-64.77	1.3	 26	6.8
25874	21.27	-64.75	1.3	 27	6.8
25879	21.25	-64.74	1.3	 27	6.8
25887	21.23	-64.72	1.3	 28	6.8
25894	21.21	-64.72	1.3	 28	6.8
25898	21.19	-64.71	1.3	 29	6.8
25902	21.17	-64.71	1.3	 29	6.8
25912	21.16	-64.72	1.3	 30	6.8
25916	21.14	-64.73	1.3	 30	6.8
25919	21.12	-64.74	1.3	 31	6.8
25922	21.10	-64.76	1.3	 31	6.8
25930	21.08	-64.78	1.3	 32	6.9
25937	21.06	-64.80	1.3	 32	6.9
25943	21.04	-64.83	1.3	 33	6.9
25945	21.03	-64.85	1.3	 33	6.9
25947	21.01	-64.88	1.3	 34	6.9
25958	20.98	-64.90	1.3	 35	7.0
25964	20.96	-64.91	1.3	 35	7.0
25973	20.94	-64.92	1.3	 36	7.0
25979	20.92	-64.92	1.3	 36	7.1
25985	20.91	-64.91	1.3	 37	7.1
25987	20.89	-64.90	1.3	 37	7.1
25991	20.87	-64.89	1.3	 37	7.2
25996	20.85	-64.86	1.3	 38	7.2
26000	20.84	-64.83	1.3	 38	7.3
26004	20.82	-64.79	1.3	 39	7.3
26012	20.80	-64.74	1.3	 39	7.4
26017	20.78	-64.70	1.3	 39	7.4
26022	20.77	-64.65	1.3	 40	7.5
26026	20.75	-64.62	1.3	 40	7.5
26035	20.73	-64.59	1.2	 40	7.5
26039	20.71	-64.57	1.2	 40	7.6
26045	20.69	-64.57	1.2	 41	7.6
26048	20.68	-64.56	1.2	 41	7.6
26050	20.66	-64.57	1.2	 41	7.7
26059	20.64	-64.58	1.2	 41	7.7
26070	20.62	-64.58	1.2	 41	7.7
26068	20.60	-64.58	1.2	 42	7.7
26072	20.58	-64.58	1.2	 42	7.7
26082	20.56	-64.58	1.2	 42	7.7
26093	20.55	-64.56	1.2	 42	7.7
26089	20.53	-64.55	1.2	 42	7.7
26099	20.51	-64.52	1.2	 43	7.6
26105	20.49	-64.50	1.2	 43	7.6
26112	20.47	-64.47	1.2	 43	7.5
26114	20.46	-64.44	1.2	 43	7.5
26120	20.44	-64.41	1.2	 44	7.4
26123	20.43	-64.38	1.2	 44	7.3
26128	20.41	-64.35	1.2	 44	7.3
26129	20.40	-64.32	1.2	 44	7.2
26136	20.38	-64.29	1.2	 44	7.1
26142	20.37	-64.26	1.2	 45	7.0
26146	20.35	-64.23	1.1	 45	6.9
26147	20.33	-64.20	1.1	 45	6.8
26157	20.32	-64.17	1.1	 45	6.6
26164	20.30	-64.14	1.1	 45	6.5
26166	20.28	-64.11	1.1	 46	6.4
26169	20.27	-64.08	1.1	 46	6.3
26172	20.25	-64.06	1.1	 46	6.2
26180	20.24	-64.03	1.1	 46	6.0
26185	20.22	-64.01	1.1	 46	5.9
26191	20.20	-63.98	1.1	 46	5.8
26198	20.18	-63.95	1.1	 46	5.7
26201	20.17	-63.93	1.1	 46	5.6
26208	20.15	-63.91	1.1	 46	5.5
26212	20.13	-63.89	1.1	 47	5.3
26216	20.11	-63.89	1.1	 47	5.2
26221	20.09	-63.89	1.1	 47	5.2
26229	20.07	-63.89	1.1	 47	5.1
26236	20.05	-63.90	1.1	 47	5.0
26244	20.03	-63.91	1.1	 47	4.9
26251	20.01	-63.92	1.1	 47	4.8
26253	20.00	-63.93	1.1	 47	4.8
26259	19.98	-63.94	1.1	 47	4.7
26263	19.96	-63.95	1.1	 47	4.7
26271	19.94	-63.96	1.1	 48	4.6
26274	19.93	-63.97	1.1	 48	4.6
26278	19.91	-63.98	1.1	 48	4.6
26285	19.89	-63.97	1.1	 48	4.5
26293	19.88	-63.97	1.1	 48	4.5
26294	19.86	-63.96	1.1	 48	4.5
26300	19.84	-63.94	1.1	 47	4.5
26305	19.83	-63.92	1.1	 47	4.5
26313	19.81	-63.90	1.1	 47	4.5
26311	19.79	-63.89	1.1	 47	4.5
26320	19.78	-63.87	1.1	 46	4.5
26326	19.76	-63.86	1.1	 46	4.4
26335	19.74	-63.86	1.1	 45	4.4
26337	19.72	-63.85	1.1	 45	4.4
26345	19.70	-63.84	1.1	 44	4.4
26352	19.68	-63.82	1.1	 43	4.4
26357	19.66	-63.80	1.1	 42	4.4
26359	19.64	-63.76	1.1	 41	4.4
26366	19.63	-63.71	1.0	 40	4.4
26376	19.61	-63.65	1.0	 39	4.4
26380	19.59	-63.58	1.0	 37	4.4
26385	19.57	-63.50	1.0	 36	4.4
26391	19.56	-63.41	1.0	 34	4.4
26398	19.54	-63.32	1.0	 32	4.4
26399	19.52	-63.24	1.0	 31	4.4
26404	19.50	-63.17	1.0	 29	4.4
26407	19.49	-63.10	1.0	 27	4.4
26420	19.47	-63.05	1.0	 25	4.4
26420	19.45	-63.00	1.0	 23	4.5
26430	19.43	-62.97	1.0	 21	4.5
26439	19.41	-62.95	1.0	 19	4.5
26439	19.39	-62.93	1.0	 17	4.6
26450	19.37	-62.92	1.0	 15	4.6
26457	19.35	-62.91	1.0	 14	4.7
26461	19.33	-62.91	1.0	 12	4.8
26464	19.31	-62.90	1.0	 10	4.9
26470	19.30	-62.90	1.0	  9	5.0
26479	19.28	-62.89	1.0	  7	5.1
26486	19.26	-62.89	1.0	  6	5.2
26487	19.24	-62.90	1.0	  5	5.3
26495	19.22	-62.90	1.0	  4	5.4
26500	19.21	-62.91	1.0	  3	5.5
26506	19.19	-62.92	1.0	  2	5.7
26516	19.17	-62.92	1.0	  1	5.8
26520	19.16	-62.93	1.0	  0	5.9
26521	19.14	-62.94	1.0	360	6.1
26525	19.12	-62.95	1.0	359	6.2
26532	19.11	-62.95	1.0	359	6.3
26533	19.09	-62.95	1.0	358	6.5
26539	19.08	-62.96	1.0	358	6.6
26548	19.06	-62.96	1.0	358	6.7
26556	19.04	-62.96	1.1	358	6.9
26561	19.03	-62.96	1.1	358	7.0
26561	19.01	-62.96	1.1	358	7.1
26566	18.99	-62.97	1.1	358	7.2
26573	18.97	-62.99	1.1	358	7.3
26582	18.95	-63.01	1.1	359	7.4
26598	18.93	-63.04	1.1	359	7.5
26602	18.91	-63.07	1.1	359	7.5
26608	18.89	-63.11	1.1	360	7.6
26607	18.87	-63.14	1.0	  0	7.6
26615	18.85	-63.18	1.0	  1	7.7
26620	18.83	-63.20	1.0	  1	7.7
26629	18.81	-63.21	1.0	  2	7.7
26636	18.79	-63.20	1.0	  3	7.7
26645	18.77	-63.18	1.0	  3	7.7
26646	18.75	-63.13	1.0	  4	7.7
26656	18.73	-63.07	1.0	  5	7.7
26666	18.71	-62.99	1.0	  6	7.7
26665	18.69	-62.90	1.0	  7	7.7
26671	18.68	-62.80	1.0	  8	7.7
26680	18.66	-62.69	1.0	  9	7.7
26685	18.64	-62.59	0.9	 10	7.6
26686	18.63	-62.48	0.9	 12	7.6
26694	18.61	-62.38	0.9	 13	7.6
26699	18.59	-62.29	0.9	 14	7.6
26709	18.57	-62.20	0.9	 15	7.5
26712	18.56	-62.11	0.9	 17	7.5
26717	18.54	-62.02	0.9	 18	7.5
26726	18.52	-61.93	0.9	 19	7.5
26730	18.50	-61.84	0.9	 20	7.5
26736	18.48	-61.75	0.9	 22	7.5
26747	18.46	-61.66	0.9	 23	7.5
26752	18.44	-61.58	0.9	 24	7.4
26755	18.42	-61.52	0.9	 25	7.4
26761	18.40	-61.47	0.9	 26	7.4
26773	18.38	-61.43	0.9	 28	7.4
26777	18.36	-61.41	0.9	 29	7.4
26785	18.34	-61.40	0.9	 30	7.3
26789	18.32	-61.40	0.9	 31	7.3
26795	18.30	-61.41	0.9	 32	7.2
26805	18.28	-61.42	0.9	 33	7.2
26814	18.26	-61.44	0.9	 34	7.1
26820	18.24	-61.46	0.9	 35	7.1
26828	18.22	-61.49	0.9	 36	7.0
26830	18.21	-61.52	0.9	 37	6.9
26837	18.19	-61.54	0.9	 38	6.9
26840	18.17	-61.57	0.9	 39	6.8
26849	18.16	-61.60	0.9	 40	6.7
26853	18.14	-61.63	0.9	 41	6.7
26855	18.12	-61.66	0.9	 41	6.6
26862	18.11	-61.68	0.9	 42	6.5
26868	18.09	-61.71	0.9	 43	6.5
26881	18.07	-61.74	0.9	 44	6.4
26885	18.05	-61.77	1.0	 45	6.4
26890	18.03	-61.79	1.0	 45	6.3
26900	18.01	-61.82	1.0	 46	6.3
26910	17.99	-61.85	1.0	 47	6.2
26912	17.98	-61.88	1.0	 47	6.2
26912	17.96	-61.91	1.0	 48	6.2
26919	17.95	-61.94	1.0	 48	6.2
26925	17.93	-61.96	1.0	 49	6.2
26926	17.92	-61.99	1.0	 49	6.2
26936	17.90	-62.00	1.0	 49	6.2
26942	17.88	-62.02	1.0	 49	6.2
26944	17.87	-62.02	1.0	 50	6.2
26952	17.85	-62.01	1.0	 50	6.2
26958	17.83	-61.99	1.0	 50	6.2
26969	17.81	-61.97	1.0	 50	6.2
26975	17.79	-61.93	1.0	 50	6.2
26983	17.77	-61.89	1.0	 51	6.2
26992	17.75	-61.84	1.0	 51	6.3
26996	17.73	-61.79	1.0	 51	6.3
27001	17.71	-61.75	1.0	 51	6.2
27007	17.69	-61.72	1.0	 52	6.2
27015	17.67	-61.69	1.0	 52	6.2
27022	17.65	-61.66	1.0	 52	6.2
27028	17.63	-61.65	1.0	 53	6.2
27035	17.61	-61.64	1.0	 54	6.2
27043	17.59	-61.64	1.0	 54	6.1
27050	17.58	-61.65	1.0	 55	6.1
27056	17.56	-61.66	1.0	 56	6.0
27063	17.54	-61.67	1.0	 56	6.0
27068	17.52	-61.69	1.0	 57	6.0
27069	17.51	-61.70	1.0	 58	5.9
27078	17.49	-61.72	1.0	 59	5.9
27083	17.47	-61.73	1.0	 60	5.8
27092	17.45	-61.74	1.0	 61	5.8
27098	17.43	-61.74	1.0	 62	5.7
27108	17.42	-61.75	1.0	 63	5.7
27114	17.40	-61.77	1.0	 63	5.6
27116	17.38	-61.78	1.0	 64	5.6
27123	17.36	-61.80	1.0	 65	5.6
27131	17.35	-61.82	1.0	 66	5.5
27133	17.33	-61.84	1.0	 66	5.5
27142	17.31	-61.87	1.0	 66	5.5
27150	17.29	-61.90	1.0	 67	5.5
27156	17.28	-61.92	1.0	 67	5.5
27160	17.26	-61.95	1.0	 67	5.5
27166	17.24	-61.97	1.0	 67	5.4
27172	17.22	-61.99	1.0	 66	5.4
27186	17.20	-62.00	1.0	 66	5.4
27192	17.18	-62.00	1.0	 65	5.4
27200	17.16	-62.00	1.0	 64	5.4
27202	17.14	-61.99	1.0	 63	5.4
27206	17.12	-61.98	1.0	 62	5.4
27214	17.11	-61.96	1.0	 61	5.5
27220	17.09	-61.95	1.0	 60	5.5
27231	17.07	-61.93	1.0	 58	5.5
27236	17.05	-61.91	1.0	 56	5.5
27245	17.03	-61.90	1.0	 55	5.6
27247	17.01	-61.90	1.0	 53	5.6
27258	17.00	-61.91	1.0	 51	5.7
27266	16.98	-61.92	1.0	 49	5.7
27269	16.96	-61.94	1.0	 48	5.8
27270	16.94	-61.97	1.0	 46	5.9
27280	16.93	-61.99	1.0	 44	6.0
27288	16.91	-62.02	1.0	 42	6.0
27295	16.89	-62.03	1.0	 40	6.1
27301	16.87	-62.05	0.9	 39	6.3
27310	16.86	-62.05	0.9	 37	6.4
27313	16.84	-62.04	0.9	 36	6.5
27313	16.82	-62.02	0.9	 35	6.6
27324	16.81	-61.99	0.9	 34	6.8
27333	16.79	-61.94	0.9	 33	6.9
27335	16.77	-61.88	0.9	 32	7.0
27343	16.76	-61.80	0.9	 31	7.2
27352	16.74	-61.72	0.9	 30	7.3
27361	16.72	-61.63	0.9	 30	7.4
27360	16.70	-61.53	0.9	 30	7.5
27371	16.69	-61.43	0.8	 30	7.6
27375	16.67	-61.34	0.8	 29	7.7
27387	16.65	-61.25	0.8	 30	7.8
27385	16.64	-61.17	0.8	 30	7.9
27388	16.62	-61.09	0.8	 30	8.0
27398	16.61	-61.03	0.8	 31	8.0
27408	16.59	-60.96	0.8	 31	8.1
27411	16.57	-60.90	0.8	 32	8.1
27419	16.56	-60.84	0.8	 33	8.2
27426	16.54	-60.77	0.8	 33	8.2
27433	16.52	-60.71	0.8	 34	8.2
27434	16.50	-60.64	0.8	 35	8.2
27445	16.49	-60.58	0.8	 37	8.2
27452	16.47	-60.52	0.8	 38	8.2
27456	16.45	-60.47	0.8	 39	8.2
27463	16.44	-60.42	0.8	 40	8.2
27467	16.42	-60.39	0.8	 42	8.2
27478	16.40	-60.37	0.8	 43	8.2
27480	16.39	-60.35	0.8	 45	8.2
27491	16.37	-60.35	0.8	 46	8.1
27495	16.35	-60.35	0.8	 48	8.1
27502	16.33	-60.35	0.8	 49	8.1
27509	16.31	-60.36	0.8	 50	8.1
27521	16.29	-60.36	0.8	 52	8.1
27531	16.27	-60.37	0.8	 53	8.1
27535	16.26	-60.37	0.8	 54	8.1
27538	16.24	-60.38	0.8	 55	8.1
27551	16.22	-60.37	0.8	 56	8.1
27548	16.21	-60.37	0.8	 56	8.0
27552	16.19	-60.36	0.8	 57	8.0
27560	16.18	-60.35	0.8	 57	8.0
27571	16.16	-60.34	0.8	 58	8.0
27572	16.15	-60.32	0.8	 58	8.0
27576	16.13	-60.31	0.8	 58	8.0
27585	16.12	-60.29	0.8	 58	8.0
27595	16.10	-60.26	0.8	 57	7.9
27594	16.09	-60.24	0.8	 57	7.9
